zdish_id,name,cuisine,ingredients,ingredient_count,cooking_time,difficulty,rating,calories,servings,spicy,sweet,sour,salty,umami,fresh,creamy,smoky,diet_type,meal_type,region,description
116,Apollo Fish,Indian,"fish, yogurt, ginger, garlic, curry leaves, red chilies, corn flour, spices",8,25,Medium,4.3,300,4,4,1,1,2,3,2,1,1,Non-Vegetarian,Appetizer,Andhra Pradesh,Spicy South Indian fried fish
117,Chilli Fish,Indian,"fish, bell peppers, onions, soy sauce, chili sauce, ginger, garlic, corn flour",8,20,Medium,4.2,280,4,3,2,2,3,2,3,1,1,Non-Vegetarian,Appetizer,Indian-Chinese,Indo-Chinese style spicy fish
118,Fish Koliwada,Indian,"fish, semolina, rice flour, red chili powder, turmeric, ginger, garlic, curry leaves",8,25,Medium,4.4,290,4,3,1,1,2,3,2,1,1,Non-Vegetarian,Appetizer,Mumbai,Mumbai-style crispy fried fish
119,Pepper Chicken,Indian,"chicken, black pepper, onions, ginger, garlic, soy sauce, corn flour, curry leaves",8,20,Medium,4.3,350,4,4,1,1,3,3,2,1,1,Non-Vegetarian,Appetizer,South India,Spicy black pepper chicken
120,Chilli Chicken,Indian,"chicken, bell peppers, onions, soy sauce, chili sauce, ginger, garlic, corn flour",8,25,Medium,4.4,380,4,3,2,2,3,3,3,1,1,Non-Vegetarian,Appetizer,Indian-Chinese,Popular Indo-Chinese chicken dish
121,Dragon Chicken,Indian,"chicken, bell peppers, onions, schezwan sauce, soy sauce, ginger, garlic, corn flour",8,30,Medium,4.3,400,4,4,2,2,3,3,2,1,1,Non-Vegetarian,Appetizer,Indian-Chinese,Fiery Indo-Chinese chicken preparation
122,Schezwan Chicken,Indian,"chicken, schezwan peppers, bell peppers, onions, soy sauce, ginger, garlic, corn flour",8,25,Medium,4.2,390,4,5,1,2,3,3,2,1,1,Non-Vegetarian,Appetizer,Indian-Chinese,Spicy Schezwan-style chicken
123,Chicken Lollipop,Indian,"chicken wings, ginger, garlic, soy sauce, corn flour, red chili sauce, egg",7,30,Medium,4.5,320,4,3,1,1,2,3,2,1,1,Non-Vegetarian,Appetizer,Indian-Chinese,Chicken wings shaped like lollipops
124,Honey Chilli Chicken,Indian,"chicken, honey, red chilies, bell peppers, onions, soy sauce, ginger, garlic",8,25,Medium,4.4,410,4,3,4,1,2,3,2,1,1,Non-Vegetarian,Appetizer,Indian-Chinese,Sweet and spicy chicken with honey
125,Chicken Wings,Indian,"chicken wings, yogurt, ginger, garlic, red chili powder, garam masala, lemon juice",7,45,Easy,4.3,280,4,3,1,2,2,3,2,1,3,Non-Vegetarian,Appetizer,North India,Marinated and grilled chicken wings
126,Murgh Malai Tikka,Indian,"chicken, cream, cheese, cashews, ginger, garlic, cardamom, white pepper, yogurt",9,120,Medium,4.6,380,4,1,1,1,2,3,2,5,3,Non-Vegetarian,Appetizer,Mughlai,Creamy chicken tikka with rich flavor
127,Achari Chicken Tikka,Indian,"chicken, yogurt, pickle masala, mustard seeds, fennel seeds, nigella seeds, ginger, garlic",8,180,Medium,4.5,320,4,3,1,3,2,3,2,2,3,Non-Vegetarian,Appetizer,North India,Chicken tikka with pickle spices
128,Pudina Chicken Tikka,Indian,"chicken, mint, yogurt, ginger, garlic, green chilies, coriander, lemon juice",8,120,Medium,4.4,300,4,2,1,2,2,3,4,2,3,Non-Vegetarian,Appetizer,North India,Mint-flavored chicken tikka
129,Lasooni Chicken Tikka,Indian,"chicken, garlic, yogurt, cream, ginger, red chili powder, garam masala, lemon juice",8,120,Medium,4.5,340,4,2,1,2,2,3,2,3,3,Non-Vegetarian,Appetizer,North India,Garlic-flavored chicken tikka
130,Bharwan Chicken,Indian,"whole chicken, minced meat, onions, ginger, garlic, nuts, raisins, spices",9,180,Hard,4.7,600,6,2,2,1,2,4,2,3,3,Non-Vegetarian,Dinner,Mughlai,Whole chicken stuffed with spiced minced meat
131,Chicken Cafreal,Indian,"chicken, coriander, mint, green chilies, ginger, garlic, lime juice, coconut",8,60,Medium,4.5,320,4,2,1,3,2,3,4,1,2,Non-Vegetarian,Dinner,Goa,Goan green masala chicken
132,Xacuti,Indian,"chicken, coconut, red chilies, coriander seeds, cumin, cloves, cinnamon, tamarind",8,45,Hard,4.6,380,4,4,1,2,2,4,2,3,2,Non-Vegetarian,Dinner,Goa,Goan chicken curry with roasted spices
133,Sorpotel,Indian,"pork, pork organs, vinegar, red chilies, ginger, garlic, onions, jaggery",8,120,Hard,4.4,450,4,4,2,4,2,4,1,2,2,Non-Vegetarian,Dinner,Goa,Spicy Goan pork curry
134,Sarapatel,Indian,"pork, pork liver, blood, vinegar, red chilies, ginger, garlic, onions",8,90,Hard,4.3,420,4,4,1,4,2,5,1,2,1,Non-Vegetarian,Dinner,Goa,Traditional Goan pork and organ curry
135,Ros Omelette,Indian,"eggs, onions, tomatoes, green chilies, coriander, spices, coconut milk",7,15,Easy,4.2,280,2,2,1,1,2,3,3,2,1,Non-Vegetarian,Breakfast,Goa,Goan spicy omelette with curry
136,Chicken Balchao,Indian,"chicken, onions, ginger, garlic, red chilies, vinegar, jaggery, spices",8,45,Hard,4.5,380,4,4,2,4,2,3,2,2,2,Non-Vegetarian,Dinner,Goa,Spicy and tangy Goan chicken pickle
137,Fish Recheado,Indian,"whole fish, red chilies, ginger, garlic, vinegar, turmeric, cumin, tamarind",8,45,Medium,4.6,350,4,3,1,3,2,3,2,2,3,Non-Vegetarian,Dinner,Goa,Stuffed fish with spicy red masala
138,Bebinca,Indian,"coconut milk, egg yolks, sugar, flour, ghee, nutmeg, cardamom",7,180,Hard,4.6,420,6,0,4,0,1,2,1,4,0,Vegetarian,Dessert,Goa,Traditional Goan layered dessert
139,Fish Ambot Tik,Indian,"fish, kokum, onions, ginger, garlic, red chilies, turmeric, tamarind",8,30,Medium,4.4,280,4,3,1,4,2,3,3,2,1,Non-Vegetarian,Dinner,Goa,Sweet and sour Goan fish curry
140,Prawn Rissois,Indian,"prawns, potatoes, onions, ginger, garlic, breadcrumbs, flour, eggs",8,45,Medium,4.3,320,4,2,1,1,2,3,2,2,1,Non-Vegetarian,Appetizer,Goa,Goan prawn cutlets
141,Chicken Sukka,Indian,"chicken, coconut, red chilies, coriander seeds, ginger, garlic, curry leaves, onions",8,30,Medium,4.5,350,4,3,1,1,2,3,3,2,2,Non-Vegetarian,Dinner,Mangalore,Dry roasted chicken with coconut and spices
142,Ghee Roast Chicken,Indian,"chicken, ghee, red chilies, garlic, ginger, curry leaves, tamarind",7,25,Medium,4.6,380,4,3,1,2,2,3,2,3,3,Non-Vegetarian,Dinner,Mangalore,Chicken roasted in ghee with spices
143,Neer Dosa,Indian,"rice, water, salt",3,30,Easy,4.3,120,4,0,0,0,1,1,3,0,0,Vegetarian,Breakfast,Karnataka,"Thin, soft rice crepes"
144,Rava Dosa,Indian,"rice, semolina, all-purpose flour, ginger, green chilies, coriander, cumin seeds",7,30,Medium,4.4,200,2,1,0,1,1,2,3,1,1,Vegetarian,Breakfast,South India,Crispy semolina crepe
145,Set Dosa,Indian,"rice, black gram, fenugreek seeds",3,120,Medium,4.5,180,4,0,0,0,1,2,3,1,0,Vegetarian,Breakfast,Karnataka,"Thick, soft mini dosas served in sets"
146,Adai Dosa,Indian,"rice, toor dal, chana dal, moong dal, urad dal, red chilies, ginger",7,120,Medium,4.3,220,2,2,0,1,2,3,3,1,0,Vegetarian,Breakfast,Tamil Nadu,Mixed lentil and rice crepe
147,Onion Rava Dosa,Indian,"rice, semolina, onions, ginger, green chilies, coriander, curry leaves, cumin seeds",8,30,Medium,4.4,230,2,1,1,1,2,2,3,1,1,Vegetarian,Breakfast,South India,Crispy semolina crepe with onions
148,Mysore Masala Dosa,Indian,"rice, black gram, potatoes, red chutney, onions, mustard seeds, curry leaves",7,120,Hard,4.6,280,2,3,1,2,2,2,3,1,2,Vegetarian,Breakfast,Karnataka,Spicy dosa with red chutney and potato filling
149,Cheese Dosa,Indian,"rice, black gram, cheese, onions, tomatoes, green chilies, coriander",7,120,Medium,4.3,320,2,1,1,1,2,2,3,3,1,Vegetarian,Breakfast,South India,Dosa filled with cheese and vegetables
150,Paper Dosa,Indian,"rice, black gram, fenugreek seeds",3,120,Hard,4.7,200,1,0,0,0,1,2,3,1,0,Vegetarian,Breakfast,South India,"Ultra-thin, large crispy dosa"
151,Uttapam Varieties,Indian,"rice, black gram, onions, tomatoes, green chilies, coriander, carrots",7,120,Medium,4.4,260,2,1,1,1,2,2,3,1,0,Vegetarian,Breakfast,South India,Thick pancakes with various vegetable toppings
152,Pesarattu Upma,Indian,"green gram, upma, ginger, green chilies, cumin, onions",6,120,Medium,4.3,250,2,1,0,0,2,2,3,1,0,Vegetarian,Breakfast,Andhra Pradesh,Green gram crepe filled with upma
153,Appam,Indian,"rice, coconut, yeast, sugar, salt",5,240,Medium,4.5,150,4,0,1,0,1,2,2,2,0,Vegetarian,Breakfast,Kerala,Bowl-shaped fermented rice pancakes
154,Puttu,Indian,"rice flour, coconut, salt, water",4,20,Easy,4.4,180,4,0,0,0,1,1,2,2,0,Vegetarian,Breakfast,Kerala,Steamed rice flour and coconut cylinders
155,Kozhukkatta,Indian,"rice flour, coconut, jaggery, cardamom, salt",5,45,Medium,4.3,220,4,0,3,0,1,2,2,3,0,Vegetarian,Snack,Kerala,Sweet rice flour dumplings with coconut filling
156,Pathiri,Indian,"rice flour, water, salt, coconut oil",4,30,Easy,4.2,160,4,0,0,0,1,1,2,1,0,Vegetarian,Dinner,Kerala,Thin rice flour flatbread
157,Ela Ada,Indian,"rice flour, coconut, jaggery, cardamom, banana leaves",5,45,Medium,4.4,240,4,0,4,0,1,2,2,3,0,Vegetarian,Snack,Kerala,Sweet rice parcels wrapped in banana leaves
158,Unniyappam,Indian,"rice flour, jaggery, coconut, cardamom, sesame oil, banana",6,30,Medium,4.5,200,6,0,4,0,1,2,2,2,0,Vegetarian,Snack,Kerala,Sweet deep-fried rice balls
159,Aviyal,Indian,"mixed vegetables, coconut, green chilies, ginger, curry leaves, coconut oil, yogurt",7,30,Easy,4.3,180,4,1,1,1,2,2,4,2,1,Vegetarian,Lunch,Kerala,Mixed vegetable curry with coconut
160,Thoran,Indian,"cabbage, coconut, green chilies, ginger, curry leaves, mustard seeds",6,15,Easy,4.2,120,4,1,0,0,1,2,4,1,0,Vegetarian,Side Dish,Kerala,Stir-fried vegetables with coconut
161,Kalan,Indian,"raw banana, yam, coconut, yogurt, green chilies, curry leaves",6,25,Easy,4.3,160,4,1,1,1,2,2,3,2,0,Vegetarian,Side Dish,Kerala,Yogurt-based curry with vegetables and coconut
162,Olan,Indian,"ash gourd, black-eyed peas, coconut milk, green chilies, curry leaves",5,20,Easy,4.2,140,4,1,0,0,1,2,3,3,0,Vegetarian,Side Dish,Kerala,Mild curry with coconut milk
163,Erissery,Indian,"pumpkin, cowpeas, coconut, green chilies, ginger, curry leaves",6,25,Easy,4.3,160,4,1,1,0,1,2,3,2,0,Vegetarian,Side Dish,Kerala,Sweet pumpkin and bean curry
164,Pachadi,Indian,"pineapple, yogurt, coconut, green chilies, ginger, mustard seeds, curry leaves",7,15,Easy,4.4,120,4,1,3,2,2,2,4,2,0,Vegetarian,Side Dish,Kerala,Sweet and sour yogurt curry
165,Pulissery,Indian,"yogurt, coconut, ginger, green chilies, turmeric, curry leaves",6,15,Easy,4.2,100,4,1,1,2,1,2,3,3,0,Vegetarian,Soup,Kerala,Tangy coconut and yogurt curry
166,Moru Curry,Indian,"yogurt, coconut, ginger, green chilies, curry leaves, shallots",6,15,Easy,4.3,90,4,1,1,1,1,2,3,3,0,Vegetarian,Side Dish,Kerala,Spiced buttermilk curry
167,Fish Molee,Indian,"fish, coconut milk, onions, ginger, garlic, green chilies, curry leaves, turmeric",8,25,Easy,4.5,280,4,2,1,1,2,3,3,4,1,Non-Vegetarian,Lunch,Kerala,Mild fish curry in coconut milk
168,Karimeen Fry,Indian,"pearl spot fish, red chili powder, turmeric, ginger, garlic, curry leaves, coconut oil",7,20,Easy,4.6,300,4,3,0,1,2,3,2,2,3,Non-Vegetarian,Lunch,Kerala,Spicy fried pearl spot fish
169,Meen Pollichathu,Indian,"fish, banana leaves, onions, tomatoes, ginger, garlic, red chilies, coconut oil",8,30,Medium,4.5,320,4,2,1,2,2,3,3,2,3,Non-Vegetarian,Dinner,Kerala,Fish wrapped and cooked in banana leaves
170,Beef Ularthiyathu,Indian,"beef, coconut, shallots, ginger, garlic, red chilies, curry leaves, coconut oil",8,90,Hard,4.4,450,4,3,0,1,2,4,2,2,2,Non-Vegetarian,Dinner,Kerala,Dry roasted beef with coconut
171,Beef Curry,Indian,"beef, coconut milk, onions, ginger, garlic, red chilies, curry leaves, spices",8,60,Medium,4.3,400,4,3,1,1,2,4,3,3,1,Non-Vegetarian,Lunch,Kerala,Traditional Kerala beef curry
172,Duck Roast,Indian,"duck, coconut, shallots, ginger, garlic, red chilies, curry leaves, spices",8,120,Hard,4.6,480,4,2,0,1,2,4,2,3,3,Non-Vegetarian,Dinner,Kerala,Spicy roasted duck
173,Thalassery Biryani,Indian,"rice, mutton, yogurt, onions, mint, saffron, ghee, spices, plums, ginger, garlic",9,120,Hard,4.8,650,6,2,2,1,4,4,2,3,4,Non-Vegetarian,Lunch,Kerala,Aromatic biryani with short-grain rice
174,Malabar Fish Curry,Indian,"fish, coconut milk, kokum, shallots, ginger, garlic, red chilies, curry leaves",8,25,Medium,4.5,300,4,3,1,3,2,3,3,4,1,Non-Vegetarian,Lunch,Kerala,Tangy fish curry with kokum
175,Prawn Curry Kerala,Indian,"prawns, coconut milk, onions, ginger, garlic, red chilies, curry leaves, kokum",8,20,Medium,4.6,280,4,3,1,3,2,4,3,4,1,Non-Vegetarian,Lunch,Kerala,Coconut-based prawn curry
176,Chemeen Roast,Indian,"prawns, coconut, red chilies, shallots, ginger, garlic, curry leaves, coconut oil",8,15,Medium,4.5,250,4,3,0,1,2,4,3,2,2,Non-Vegetarian,Dinner,Kerala,Dry roasted prawns with coconut
177,Squid Roast,Indian,"squid, coconut, red chilies, shallots, ginger, garlic, curry leaves, coconut oil",8,20,Medium,4.4,220,4,2,0,1,2,3,2,2,2,Non-Vegetarian,Dinner,Kerala,Spicy roasted squid
178,Mutton Stew,Indian,"mutton, coconut milk, potatoes, onions, ginger, garlic, green chilies, curry leaves",8,60,Medium,4.4,420,4,1,1,1,2,4,3,4,1,Non-Vegetarian,Lunch,Kerala,Mild mutton curry in coconut milk
179,Chicken Stew,Indian,"chicken, coconut milk, potatoes, onions, ginger, garlic, green chilies, curry leaves",8,45,Medium,4.5,380,4,1,1,1,2,3,3,4,1,Non-Vegetarian,Lunch,Kerala,Mild chicken curry in coconut milk
180,Vegetable Stew,Indian,"mixed vegetables, coconut milk, onions, ginger, garlic, green chilies, curry leaves",7,25,Easy,4.3,200,4,1,1,1,2,2,4,4,1,Vegetarian,Lunch,Kerala,Mixed vegetable curry in coconut milk
181,Banana Chips,Indian,"raw bananas, turmeric, salt, coconut oil",4,30,Easy,4.4,250,4,0,0,0,3,1,2,2,0,Vegetarian,Snack,Kerala,Crispy fried banana slices
182,Jackfruit Chips,Indian,"raw jackfruit, salt, turmeric, coconut oil",4,30,Easy,4.2,220,4,0,1,0,2,1,2,2,0,Vegetarian,Snack,Kerala,Crispy fried jackfruit slices
183,Tapioca Chips,Indian,"tapioca, salt, turmeric, red chili powder, coconut oil",5,25,Easy,4.1,200,4,1,0,0,2,1,2,2,0,Vegetarian,Snack,Kerala,Crispy fried tapioca slices
184,Pazham Pori,Indian,"ripe bananas, all-purpose flour, sugar, turmeric, salt, oil",6,15,Easy,4.5,180,4,0,3,0,1,1,2,1,0,Vegetarian,Snack,Kerala,Sweet banana fritters
185,Unnakaya,Indian,"ripe bananas, coconut, cashews, raisins, cardamom, ghee",6,30,Medium,4.6,220,4,0,4,0,1,2,2,3,0,Vegetarian,Dessert,Kerala,Stuffed banana rolls
186,Palada Payasam,Indian,"rice flakes, milk, sugar, cashews, raisins, cardamom, ghee",7,45,Medium,4.7,320,4,0,4,0,1,2,1,5,0,Vegetarian,Dessert,Kerala,Creamy rice flake pudding
187,Ada Pradhaman,Indian,"ada, jaggery, coconut milk, cardamom, cashews, raisins, ghee",7,60,Medium,4.6,380,4,0,4,0,1,2,2,5,0,Vegetarian,Dessert,Kerala,Traditional ada and jaggery pudding
188,Semiya Payasam,Indian,"vermicelli, milk, sugar, cashews, raisins, cardamom, ghee",7,30,Easy,4.4,300,4,0,4,0,1,2,2,5,0,Vegetarian,Dessert,Kerala,Vermicelli pudding
189,Carrot Payasam,Indian,"carrots, milk, sugar, cashews, cardamom, ghee",6,45,Medium,4.3,280,4,0,4,0,1,2,2,4,0,Vegetarian,Dessert,Kerala,Sweet carrot pudding
190,Gothambu Payasam,Indian,"broken wheat, milk, jaggery, coconut milk, cardamom, cashews",6,45,Medium,4.2,350,4,0,3,0,1,2,2,4,0,Vegetarian,Dessert,Kerala,Broken wheat pudding
191,Fish Biriyani,Indian,"fish, basmati rice, yogurt, onions, mint, saffron, spices, ghee",8,90,Hard,4.7,580,4,2,1,1,2,3,2,3,4,Non-Vegetarian,Lunch,Hyderabad,Aromatic fish biryani
192,Mutton Biryani,Indian,"mutton, basmati rice, yogurt, onions, mint, saffron, spices, ghee, ginger, garlic",8,120,Hard,4.8,680,6,3,1,1,4,4,2,3,4,Non-Vegetarian,Lunch,Hyderabad,Rich mutton biryani
193,Egg Biryani,Indian,"eggs, basmati rice, yogurt, onions, mint, saffron, spices, ghee",8,60,Medium,4.4,520,4,2,1,1,2,3,2,2,4,Non-Vegetarian,Lunch,Hyderabad,Aromatic egg biryani
194,Prawn Biryani,Indian,"prawns, basmati rice, yogurt, onions, mint, saffron, spices, ghee",8,75,Medium,4.6,580,4,2,1,1,2,4,2,3,4,Non-Vegetarian,Lunch,Coastal India,Aromatic prawn biryani
195,Keema Biryani,Indian,"minced meat, basmati rice, yogurt, onions, mint, saffron, spices, ghee",8,90,Hard,4.5,620,6,3,1,1,2,4,2,3,4,Non-Vegetarian,Lunch,North India,Spiced minced meat biryani
196,Lucknowi Biryani,Indian,"mutton, basmati rice, yogurt, onions, saffron, kewra, rose water, spices",8,150,Hard,4.9,700,6,2,1,1,2,4,2,4,4,Non-Vegetarian,Lunch,Lucknow,Royal Awadhi-style biryani
197,Kolkata Biryani,Indian,"mutton, basmati rice, yogurt, potatoes, onions, saffron, rose water, plums",9,120,Hard,4.7,680,6,2,2,1,2,4,2,3,4,Non-Vegetarian,Lunch,Bengal,Bengali-style biryani with potatoes
198,Sindhi Biryani,Indian,"mutton, basmati rice, potatoes, plums, yogurt, onions, mint, saffron, spices, green chili",9,90,Hard,4.6,650,6,3,2,2,4,4,2,3,4,Non-Vegetarian,Lunch,Sindhi,Tangy Sindhi-style biryani
199,Tahiri,Indian,"basmati rice, mixed vegetables, yogurt, onions, mint, saffron, spices, ghee",8,60,Medium,4.3,450,4,2,1,1,2,2,3,2,4,Vegetarian,Lunch,North India,Vegetable biryani
200,Ambur Biryani,Indian,"mutton, seeraga samba rice, yogurt, mint, coriander, spices",7,90,Hard,4.6,620,4,3,1,1,2,4,2,2,4,Non-Vegetarian,Lunch,Tamil Nadu,Tamil Nadu style biryani with seeraga samba rice
201,Dindigul Biryani,Indian,"mutton, jeera samba rice, yogurt, mint, coriander, spices, curd",7,90,Hard,4.5,600,4,3,1,2,2,4,2,3,4,Non-Vegetarian,Lunch,Tamil Nadu,Spicy biryani from Dindigul
202,Bhatkali Biryani,Indian,"mutton, rice, onions, yogurt, mint, spices, coconut",7,90,Hard,4.4,580,4,2,1,1,2,4,2,3,4,Non-Vegetarian,Lunch,Karnataka,Coastal Karnataka biryani
203,Memoni Biryani,Indian,"mutton, rice, potatoes, yogurt, plums, onions, spices",8,90,Hard,4.5,640,6,2,2,2,2,4,2,3,4,Non-Vegetarian,Lunch,Gujarat,Memoni community biryani
204,Bohri Biryani,Indian,"mutton, rice, yogurt, onions, mint, spices, kewra water",7,90,Hard,4.6,610,4,2,1,1,2,4,2,3,4,Non-Vegetarian,Lunch,Mumbai,Bohri community biryani
205,Malabar Dum Biryani,Indian,"mutton, kaima rice, coconut, onions, yogurt, spices",7,120,Hard,4.7,630,4,2,1,1,2,4,2,4,4,Non-Vegetarian,Lunch,Kerala,Kerala-style dum biryani
206,Kacchi Biryani,Indian,"mutton, basmati rice, yogurt, onions, saffron, mint, spices, ginger, garlic, green chili",7,120,Hard,4.8,660,6,2,1,1,5,4,2,3,4,Non-Vegetarian,Lunch,Bengal,Raw meat biryani cooked together
207,Tehari,Indian,"mutton, rice, potatoes, onions, yogurt, spices",6,75,Medium,4.4,580,4,2,1,1,2,4,2,2,4,Non-Vegetarian,Lunch,Bangladesh,Simple biryani with potatoes
208,Yakhni Pulao,Indian,"mutton, basmati rice, yogurt, onions, whole spices, saffron",7,90,Hard,4.5,550,4,1,0,1,2,4,2,3,4,Non-Vegetarian,Lunch,Kashmir,Aromatic rice with mutton stock
209,Chicken Pulao,Indian,"chicken, basmati rice, onions, ginger, garlic, whole spices, ghee",7,45,Medium,4.4,480,4,1,0,1,2,3,2,2,4,Non-Vegetarian,Lunch,Pan-Indian,Simple chicken and rice dish
210,Mutton Pulao,Indian,"mutton, basmati rice, onions, ginger, garlic, whole spices, ghee",7,60,Medium,4.5,520,4,1,0,1,2,4,2,2,4,Non-Vegetarian,Lunch,Pan-Indian,Fragrant mutton and rice
211,Soya Pulao,Indian,"soya chunks, basmati rice, onions, ginger, garlic, spices, ghee",7,30,Easy,4.2,380,4,1,0,1,2,3,2,2,4,Vegetarian,Lunch,North India,Protein-rich soya and rice
212,Paneer Pulao,Indian,"paneer, basmati rice, onions, ginger, garlic, spices, ghee",7,30,Easy,4.3,420,4,1,0,1,2,3,2,3,4,Vegetarian,Lunch,North India,Cottage cheese and rice
213,Peas Pulao,Indian,"green peas, basmati rice, onions, ginger, cumin, ghee, whole spices",7,25,Easy,4.3,360,4,0,1,0,2,2,3,2,4,Vegetarian,Lunch,North India,Simple peas and rice
214,Coconut Rice,Indian,"rice, coconut, mustard seeds, curry leaves, ginger, green chilies, ghee",7,20,Easy,4.4,320,4,0,1,0,2,2,3,3,4,Vegetarian,Lunch,South India,Rice with fresh coconut
215,Tamarind Rice,Indian,"rice, tamarind, mustard seeds, curry leaves, red chilies, peanuts, turmeric",7,20,Easy,4.3,300,4,1,1,4,2,2,3,1,0,Vegetarian,Lunch,South India,Tangy tamarind-flavored rice
216,Bisi Bele Bath,Indian,"rice, toor dal, vegetables, tamarind, sambar powder, ghee, cashews",7,45,Medium,4.6,380,4,2,1,3,2,3,3,2,4,Vegetarian,Lunch,Karnataka,"Rice, lentil and vegetable one-pot meal"
217,Vangi Bath,Indian,"rice, eggplant, onions, tamarind, sambar powder, peanuts, curry leaves",7,30,Medium,4.4,350,4,2,1,2,2,2,3,1,4,Vegetarian,Lunch,Karnataka,Spiced eggplant rice
218,Chitranna,Indian,"rice, lemon juice, turmeric, mustard seeds, curry leaves, peanuts, green chilies",7,15,Easy,4.3,280,4,1,0,3,2,2,3,1,0,Vegetarian,Lunch,Karnataka,Lemon rice from Karnataka
